	text	labels
2783692	And...	1
3890313	Of course, that's true, but in my mind rings a case, in which I was in dissent, but the majority has the law, and that's Hendricks.	1
4240988	But in Salerno and in Hendricks and in these other situations where people are being held and detained, there has been judicial review of that detention order, and there is no such provision here, is there?	1
1343884	I don't think you cited or relied on that DeStefano v. Woods case.	1
2401048	But your corruption rationale is much less if you're talking about a big wheel or, you know, a fat cat donating a lot of money to a candidate, the idea is the fat cat is going to get something in return, but the idea that a political party donating to a candidate is going to get something in return just doesn't have the same ring to it.	1
324716	Okay, but in answer to my question, are you taking the view that we can leave that the way it is and calculate benefits--	1
55961	That's their whole point.	0
8502427	tenancy.	1
4120973	You're going to get to that, whether we compute the losses to the farmers of Kansas from the failure to have more water delivered.	1
172693	So, don't we have to look at what appropriate means in this context?	0
4975813	And this wouldn't be an unusual district if other states linked their major cities with a ribbon in between to make it contiguous?	1
6430194	That's the answer to that question, nothing to do with flood control.	1
9023594	Now, what prevents that from happening, once we get into the habit of awarding prejudgment interest?	1
2743195	Well, I can find it.	1
6920164	If we don't agree with you on the--	1
5472571	No, I'm sorry. If if...	1
4532753	basically correct?	1
8237213	Well, what does the judge do, then, faced with this mixed petition with exhausted and unexhausted claims--	1
2804312	We know today that...	1
1424271	Do you want us to reverse that?	0
671262	The farmers are there, dying for water.	1
167283	Let me ask, in the context of this very case, the officer sought summary judgment on the qualified immunity issue.	0
6276972	If you think gender discrimination cases aren't different, you're just wrong.	1
4175849	And 323(a), as we've indicated, is an across the board criminal ban on national parties accepting any money that is not strictly regulated by FECA.	1
3805141	There might be a third unarticulated, valid reason for the action conceivably.	1
594139	That's why you're here.	1
7694786	conspiracy...	1
8128127	But the legislature has already ignored both of those rules to such a degree that further distortion appears immaterial.	1
1636052	Well, it was this Court's decision in the Williamson County case that led you and I assume other lawyers in these takings cases to return to State court and try to litigate everything.	1
5970552	But the home ownership market, private home ownership market, is a... is one of the foundations of the American economy I suppose.	1
1908415	And the school could say, we're only going to allow after school use for athletic purposes.	1
1640472	Well, is there some burden on the part of the prosecutor and the court to consider at least alternative restraints or measures to make sure that there's no misbehavior?	0
1418728	Mr. Shapiro, can this case, in your view, be decided solely on the statutory question?	0
4191465	--Your claim is an ex post facto claim, a retroactivity claim.	1
93511	It may be more orderly, but it's incorrect.	0
1973273	i- i- with...	1
7240153	--But why isn't the evidence that this is... is a face plastered on the Internet, that in modern times that is the equivalent of the town square where you're shaming the bad actor?	1
3817309	--saying that he doesn't owe it to the subcontractor.	1
6497334	Correct.	1
178596	duration...	1
3793651	The Congress then was giving away public lands and was giving away public minerals.	1
7833594	And as to the...	1
6523291	But did the district court have the power to decide that issue when it had the case in front of it?	1
4676105	on. But the...	1
987681	I... I thought PLRA became effective April 26th, 1996.	0
6766898	And doesn't it go beyond merely an agreement to be subject to a court with jurisdiction or with competent jurisdiction?	1
4216127	[Laughter]	1
769222	All right.	0
868903	"Is that what would be applied if we had to address the consequence here, of holding it to be a ""weighing"" State?"	0
1860214	Can... has the tribe asked, administratively, for the Bureau of Indians Affairs to recognize it now as a tribe?	0
8371360	--Which a mere reference to statement would not do?	1
2750964	Okay.	1
7969726	No, I realize that.	1
4038748	[Laughter]	1
3797737	reliable people who they can trust to follow the rules.	1
6744830	He's relying on... that's why you have an expert witness, to some extent, upon the credibility of the expert witness.	1
7774313	Okay.	1
9060190	What was filed here was a certificate of probable cause, I guess, not a certificate of appealability.	1
3071728	And this is just a regulatory scheme to... to make that information more clear as to how many people are in the community have suffered that conviction.	1
1287712	--not entering a car with intent to commit theft.	0
1027597	That's what we're here to decide I think.	0
6787188	twoA.	1
2386275	It's not as if...	1
4084408	Isn't that really what we're saying?	1
5144878	But aren't you picking one of the two means of finality that's set forth in the earlier provision?	1
6251935	I mean, that was an important governmental interest.	1
4516590	exams...	1
3652328	No.	1
1192476	conspiracy...	1
8518427	How is that situation handled today?	1
2722062	I don't see it either. I'm looking at page --	1
662832	All right.	0
1763110	Well, could you answer my question?	1
6130316	That makes it totally redundant.	1
979749	Right.	0
8922517	Do you take the position that trying to find a witness was some kind of an exigent circumstance here?	1
5893879	The other 10 months, the water, on your theory, is not where it is in the canal because of flood control, and so I think what Justice Souter was driving at, and what I was, if all the water in the canal is causing that damage, what reason would there be for calling the water in those other 10 months flood water and subjecting it to immunity?	1
7855989	Okay.	1
1699322	Maybe ordinary wear and tear isn't covered, but--	0
2027983	And for income tax purposes of the employees, it would be... we're talking back pay.	1
6310021	Well, that doesn't cover that point, but... and I can find it elsewhere, I assume, but let me ask you this.	1
2937340	No, but it's not the Congress now that it was then.	1
1744518	For example, if the claim of ineffectiveness is that trial counsel was ineffective in failing to competently impeach a particular witness, an appellate court could perhaps look at the trial record and determine that the testimony of that particular witness was not central to the prosecution's case, and in those circumstances, could a more effective impeachment have given rise to a reasonable probability that the result at trial would have been different.	1
6267477	[Inaudible]	1
804499	Okay, but the Court of Appeals for the Federal Circuit did not address the case in... by looking at the evidence and whether a directed verdict should have been given--	0
3227307	I mean, that might be an error...	1
1262930	Oh no.	1
1052676	Now, are there any relevant differences in the text of the two statutes or the regs on this issue?	0
9328637	the the incentives the that...	1
7013170	So...	1
1264568	Noncontact visits, aren't we talking about here?	0
6274247	He can give, in California, $10,000 to each of the 58 California county committees and $10,000 to the California state committee for a total of $590,000 in California.	1
6775203	--Mr. Nagle, I guess at the time that this act was adopted in... what, 1925?	1
7351197	Well, I guess you'd like your client out of jail?	1
5209174	What...	1
1786284	And the--	0
6332785	Well, could the respondent just publish this in a little newspaper format and claim a journalistic exception?	1
8571240	It does allow the imposition of these things for an employer suit that could be considered objectively reasonable at the time it was brought.	1
3934434	You were saying that parties can't confer subject matter jurisdiction on the court.	1
1629096	You think it means any court that you can get me in without this agreement, which doesn't include any Tribal Court.	1
1136520	rates to a...	0
1893242	And let me ask you, is it often that roadblocks are set up just to get information like this?	1
139518	Or is there a time limit?	0
2344947	Now, you want us to apply a presumption that a petition is timely if it's filed within 60 days.	0
1770468	Is there some reason why we shouldn't do that here?	0
6693238	filed...	1
5563802	As long as something is clearly identifiable as a notice of appeal, what is it that says that errors in designating the, the details, are incurable?	1
6230058	No...	1
403467	And and why wasn't...	1
9350836	What is your...	1
9534490	Why shouldn't the federal court have decided these issues of immunity of the officers when it had the case before it?	1
4385629	But this isn't a question of State law.	1
3098247	As I read it, if your notice complies with all the conditions of Rule 4, it is valid.	1
50045	But it's... it can be a very complicated question to know what time is left to make a State claim.	0
3509167	You should actually be grateful for this--	1
1902049	Which would make it important to have a protest.	0
1454780	Correct, Your Honor.	0
907470	Well, that might affect the decision of whether they are seamen covered under the Jones Act.	0
2461971	Well, the big one is just...  it's too small to see.	1
3503821	that's a legitimate...	1
8902645	--but not willing to let the customs service do the same thing?	1
1954132	Yeah.	0
3519971	Mr. Miller... General Miller, you have four--	1
362011	as long as we have an adequate...	1
1674499	There would be no prejudgment interest.	1
3995935	And somebody comes along and knows the regulation is there but says, look, that regulation is going to have to be applied in a reasonable manner, I'm going to pay you X amount for this property and then challenge it.	1
384615	In other words, don't want to make them mad.	1
870908	Yes, but that's possible to do.	0
8860537	Do you say that the State laws that prohibit children from smoking are invalid somehow?	1
2378104	I couldn't understand.	0
3901850	A kind that people would buy for a single dose?	1
4848940	What's your response to that?	1
4259082	Just before you do, Mr. Sutton, I want to double-check on one assumption I'm making.	1
1680976	But it is odd, because your approach basically tells us, well, the APA just sets a minimum standard, and any other standard that's more, well, then that applies.	0
104297	That's what everybody is concerned about.	0
6375965	Don't you.	1
3990633	where the purpose of the action of the official is to conceal facts that would have provided the basis for a legal recovery in court.	1
336502	--The... the national--	1
1777247	Where?	1
7729604	Well, I... I suppose a lot of credit--	1
1614657	At the end of the...	1
1941593	If it can go to the court of appeals, but this is -- I mean, you have the question that it was based on a hunch, but you give the discretion to the magistrate who heard the evidence.	0
8668289	You know, if it required closing down the entire, the entire steel industry, for example.	1
3563978	Now, that happens not... that happens not to help the respondent here.	1
8672022	Right.	1
7082389	May I ask one very brief question?	1
7572332	for my suggestion...	1
260501	Telecommunications, we we don't have a position.	0
9191257	So at least under the system that we have had with political parties, the political parties are accountable and are transparent.	1
4099802	But never an assertion that the statements were involuntary.	1
6327613	And therefore, when you earlier made the argument that there is something very... something less than credible in the State's claim that it's merely trying to inform the public when, in fact, it makes no differentiation between current dangerousness and un-current dangerousness, the answer is there is... or an answer is... there is a very high recidivism rate, and that high recidivism rate does support the claim that there is something that... that it is credible to say that by publishing this information, we are simply trying to inform people of a probability of dangerousness, leaving them to do what they want.	1
3751408	You're telling me it's not property until you go into court?	1
8758016	is on the Government.	1
9345254	Does the word in... and does the word in any court mean in any Tribal Court in your view?	1
3701098	or adult motels.	1
558779	Exemption.	1
7861920	I thought that's what you were doing.	1
853412	What about a dog sniff, how about a dog sniff?	0
8012941	From a standpoint of public policy, why in the world would Congress want to exclude a broadly marketed scheme like this from the definition of investment contract?	1
236346	Well, isn't that an Establishment Clause issue?	0
9230482	Skidmore rather than Chevron?	1
5026023	Wait a second, I'd like to get both.	1
1289491	Yes, Your Honor...	1
6072423	area...	1
6281222	There are lots of these gambling boats that are parked--	1
5204409	you...	1
1129892	I suppose under your theory that's invalid, too.	0
8504274	It's settled in the Ninth Circuit?	1
8850789	Oh, if in i- in yes, if if there were a dispute between the two over any matter the employer certainly could.	1
9080871	Yes.	1
1490889	I'm interested in the Chief Justice's hypothetical.	1
4753022	And I would have thought that that would be sufficient rather than to raise an appropriate federal question, rather than to say there's no judicial review here in Florida.	1
6939704	Are any of the other provisions enforceable?	1
2302270	That part I understand.	1
1526967	No...	1
6394302	Mr. Feldman, you have 4 minutes remaining.	1
451391	I thought the advantage might be as described in the Florida case, Boardman v. Esteva, saying that the certified election returns which occur after the protest period are presumptively correct, and they must be upheld unless clearly outside legal requirements.	0
1499785	--Well, you... you're saying that if there's a circuit different, there's a denial of equal protection of the law under the Fourteenth Amendment?	1
2038290	For instance, the requirement that to sell cigarettes it has to be a person-to-person transaction.	1
6945311	certainly a broad range of...	1
579664	But if you have a reasonable analysis--	0
7393472	Now, this may not be...	1
7670259	Isn't it pretty darn specific in identifying courts by reference to a certain subject matter?	1
2883315	But under the statute we have here, you have affirmative steps that have to be taken for the rest of the person's life if he's a violent offender, to report four times a year.	1
9412629	Well, the public isn't buying it.	1
9347781	And that, I think, comes from the ABA professional rules, and I... and I believe it's Model Rule 1.1, which suggests that competence is imputed to attorneys that operate within the same firm, and that confirms that, at least for private firm purposes, two attorneys from the same firm would be considered to be the same attorney for procedural default... default purposes, and we think the same approach would follow with respect to Public Defender's Offices, so I don't think that the question of the same attorney is going to give rise to a great deal of litigation or uncertainty.	1
3357344	Mr. DuMont...	1
8936481	You're saying--	1
4456793	On your reading.	1
2104565	So, don't we have to look at what appropriate means in this context?	0
7246325	How do you get the boat to the landlocked lake?	1
2649782	Oh.	1
3752071	It has to do with evidence admitted at trial.	1
3416863	Well, is there any indication that the tribe would waive its immunity in its own court in this case?	1
1282524	Custody is a Fourth Amendment concept, and that would -- that type of a claim, that type of damage, would come under the Fourth Amendment umbrella under the constitutional division of labor that this Court set forth in Footnote 8 of Manuel.	0
2870567	If you're really interested in why the legislature did it, you ought to get affidavits from every legislator saying this is why I voted for it, and if 51 percent voted for it for a certain reason, that was the reason.	1
587791	What if--	0
1106589	Now, can the police just decide they're going to sniff any car that's parked on Capitol Hill?	0
2165087	Why do they want to pay the cost of having a mechanic disassemble an engine unless they have a good reason for doing it?	1
9516986	Mr. Sarnowski, did the State raise the 2253(c) problem, the applicability of AEDPA and the timeliness, the failure to file, get a certificate of appealability?	1
9610159	I gather is what you're --	1
779428	How far along is that process? When is that going to be adopted?	0
4495505	--what we suggested in Chickasaw Nation.	1
650998	Yes, you may, General Waxman.	1
2405914	Could you do it under any branch of California law?	1
494463	He's said he isn't going to.	0
8781091	Okay but that's, I mean, that may be a very good argument to Congress, maybe a dangerous argument because the soft money opponents may find something to run with there, but I'm not sure that it's an argument, and I realize you were asked to get into this, but I'm not sure that it's an argument that's going to help us decide this case.	1
2831043	There are three different kinds of funding programs going on?	1
1939968	How long was it in effect?	0
552357	What does that include?	0
1641794	Supposing...	1
749138	You have a number, and you have the maps.	1
4942171	Well, they could be adjudicated in State court, couldn't they?	1
3894544	The...	1
2281654	Yes.	0
1750265	Well, apparently that was done.	0
8256765	Did the Secretary consider alternatives?	1
6787156	right.	1
5337887	That doesn't tell you who is appealing.	1
2179391	Ms. O'Connor?	1
1895680	Justice Justice Scalia--	1
7478862	Where do I look to find if that's so or not?	1
8051616	What portion is wetland and what portion upland?	1
2763208	So is there... why isn't there then a question here as to whether this set of fill regulations is reasonable or unreasonable?	1
3137190	So Justice Ginsburg, in response to your question, the courts of appeals are faced with the same array of options whether this Court adopts a procedural default principle or not, and in the Ninth Circuit, for example, in 2001, the Court faced roughly on the order of 50 direct appeals in which ineffective assistance of counsel was asserted as a basis for relief, and in 10 of those cases, the Court was able to decide conclusively that the claim was lacking in merit and therefore couldn't be brought again under 2255, and--	1
323620	question here.	0
8843572	Is this a situation where the state has just turned its back and said, we don't care?	1
5633811	procedure is played out.	1
1482209	issues.	0
9178178	there isn't.	1
5079982	legislators have passed.	1
772042	It's only what, about 5, 6 percent?	1
3904766	--Well, except the Eighth Circuit didn't address that second question.	1
6547768	The question in my mind is, why make this so complicated?	1
959929	I can't see much difference.	0
102847	disability as an expectation-	1
1282590	"""If you find there any mitigating circumstances in this case. """	1
4679168	Do you think that would be okay?	1
5832085	Mr. Everett, the one thing that puzzles me about that argument is in this footnote 25 in your brief, when you try to answer the question, what swaps could be made, and you give a few examples, and in every example the result would be a more bizarre shape, not a more compact shape.	1
1138738	That was...	1
8106237	Honor s-	1
602690	I think -- I'm not sure there is one, and I think that this type of conduct is so stunning and so in contradiction of our basic fundamental policies that it stands alone --	0
1353707	forth, but...	0
2098507	Well, would that include... if a Tax Court judge had a law clerk, would it include law clerk memos to the judge?	0
1632920	I couldn't understand.	0
1573683	case.	1
5282195	If the discrete situation applies in the accident, why shouldn't the discrete situation, in effect, rule apply here if they can show by the records kept by the dam that except in, let's say, five instances in which the canal was used for overflow for flood control purposes, all the other water that was diverted into that canal was for nonflood-control purposes and therefore you would get your immunity on some apportionment theory?	1
7906250	It wasn't just a rule for Federal courts, was it?	1
1715341	We di-	1
5795509	Suppose everything is the same, except that the organization is only for public schools, and only public schools compete in these competitions.	1
1061429	We're not up here arguing about the validity of the instructions.	0
3911630	Well, there's a big difference between being, say, in Seattle, Washington, and Ellis Island, never being able to get off the island.	1
4867044	Circuit...	1
6641956	Well, Mr. Ayer, if I just read the statutory language as it appears now, the impression I get is that the language in capital (A), little (ii), except that the liability, just applies to little (ii).	1
6590686	I think that's right, Justice Kennedy.	1
3466285	answer the question, though, and I have the same problem Justice Breyer does.	1
2418446	It can have a voucher program, but if it does, it has to fund all private and religious schools with a voucher program?	1
3334098	outside world?	1
6837192	tips on there.	1
500430	The things below here are not so bad.	1
4984013	If it were different... if, for example... some counties around the country don't prosecute on cases like this, or maybe the quantity would have to be a little smaller.	1
8069469	Right?	1
639752	There's no objection.	1
829875	Would it protect him from a civil damages action as well as prosecution in a criminal case?	0
1342964	Should... should our doctrine take that into account, do you suppose?	0
3449138	Well, maybe... maybe it doesn't do that much.	1
1872425	Is it possible that the Congress and/or the State could treat Hawaiians as it treats Native Americans--	0
2156055	You don't think it even mean Tribal Court, do you?	1
5904170	You do.	1
7216086	penalty. That's if...	1
2371829	What do you do in that case?	1
608042	Now just to be clear, Mr. Estrada, you take the position that ERISA Section 502(a) completely preempts the Texas scheme here?	0
6714453	--mixed question.	1
235536	We... don't we have to give any weight at all to the jury finding there or--	0
6434465	Have your...	1
6842826	The question that I asked before--	1
4228892	I would have thought that consumer confusion is one factor in determining fairness; perhaps not subjective good faith, but certainly on the issue of fairness.	1
2162835	I think there's another element that you're ignoring.	0
5132994	Is there any reason why we should address it, since it came so late in the day?	1
6682118	Now, if the very same clause were in a contract that your client entered into with a state, do you think that we would have found a waiver of Eleventh Amendment immunity?	1
5912429	been true.	1
7859617	Is there is there any...	1
4653147	[Laughter]	1
6688898	He's not raising any treaty.	1
2279596	You mentioned the multiple appellants, and that was the problem of one person filing a notice of appeal, putting down a lot of other names, and you didn't know whether the other names really wanted to appeal.	1
8653830	Would you?	1
3080219	This is far removed from that.	1
5389792	But you're trying to say that this expert was not really an expert.	1
1862813	Do we know how Colorado has interpreted that?	0
1136656	Most of...	1
2734325	things that you...	1
4436697	Probably not, but I just wonder about the kind of practice if the lawyer doesn't point it out to the court.	1
7173246	"""if you find there any mitigating circumstances in this case. """	1
9629543	Mr. Frederick, I don't mean to interrupt you, but I hope you'll tell us some time in the argument what you don't tell us in your brief, whether you defend the Ninth Circuit's test.	1
4286657	For instance, why does a claim that Dow negligently failed to field test its product on peanuts on acid soil impose a label requirement?	1
2189060	So for instance, a stop might reasonably take longer if there are more people in the car so that the officer has to check the the criminal histories of more people in the car.	0
1847526	That's why I think you have to get to the third part of this, which is the causation part, if we're going to say anything useful, and on that I thought you'd say, look across the year about 98 percent of the time it is diverted from the San Joaquin bed just for irrigation purposes.	1
4374628	But the main coach, even in the private school, would have to be a full-time employee?	1
2822867	Thank you.	1
8346012	substantial gainful activity.	1
1043675	Well, what would you call rule fifteen C of the Federal Rules of Civil...	1
4214303	Was it voted on in the House?	1
649779	--Well, the other -- the other things that are tasked in part of the traffic offense where there is no doubt -- and that could be questionable -- but there's no doubt that a dog sniff is not part of the offense.	0
4209451	On your theory, will there ever be a situation in which the immunity won't apply?	1
5893719	I thought that's what he was saying.	1
6568037	The honorable court is now adjourned until Monday next at ten o'clock.	1
732507	Mhm.	0
1431958	He seemed to be saying the Federal Government does make these determinations, and you seem to be saying they just make a blanket determination and we don't want them to make individual determinations.	0
206533	Right.	0
5444000	If it's...  if...	1
8283069	that...	1
7500784	In fact, it's rather common?	1
1208026	Why don't you focus on the statement and tell us why it would or would not be different?	1
1765675	Right.	1
2805492	So Congress did later have legislation that reserved gas that you think can persuasively be shown to include coalbed methane.	1
2299852	be some...	0
8919258	I sh- I sure do.	1
3034415	So did the Frazer case overrule some of this California doctrine on statute of limitations that you've just told us about?	1
9660533	Why wouldn't required embrace the common law as well as... I don't see any difference.	1
6747531	All right.	1
8550324	But I saw no force by the man on the left insofar as the van was concerned.	1
2782498	our...	1
2108298	They're...	0
4095585	in this case that involves that issue at all.	1
6704944	But is it a...  it is the type of scheme transaction in which people invest their money on...  for those types of purposes, and...  and in...  where...  where there are difficulties at the margin, this Court and the SEC have provided a formula by which these various different factors can be examined as in the Reves case.	1
1918425	And you take the position that if you just sell 18 percent of the merchandise is adult, then it doesn't qualify?	1
6783644	And it is a little curious that the State isn't willing to talk to the prisoner's counsel about considering one of the other ways of doing it.	1
9251325	But...  but, Mr. Olson, why can't a local agency or community decide it's going to buy vehicles and will buy no diesel vehicles?	1
4687542	In every State of the Union you can drain?	1
4885868	is. Well, what should...	1
5299395	In lieu of the current system of limitations on contributions to make.	1
7276292	It doesn't say it wasn't valid; it says specifically what you do.	1
1162776	he do -- What...	1
3435961	Well, what is the best indication that in those subsequent legislation, in the subsequent legislation reserving gas to the Government, that it intended the gas to include the coalbed methane?	1
43426	--that's at issue?	1
2756768	But then what do you do?	1
918369	And I was explaining the reasons that an officer might want to give a ticket contemporaneously with or before doing a dog sniff.	0
794483	But if there is no attempt to weed out the dangerous from the non-dangerous, then the claim that the object is simply to apprise the public of who is dangerous is not so credible.	1
6498849	--General Under--	1
2448935	[Laughter]	1
1538929	Right?	1
6854513	[Laughter]	1
4955086	acknowledge at least that it's virtually impossible for the taxpayer to get that information? I mean, the taxpayer has the reports from the employees,	1
1717457	Okay.	0
1050280	But on your theory of strict scrutiny of Federal restrictions, on what basis could the ban on television and radio survive, other than the embrace of the tobacco people, who say, well, we'll put up with it?	1
774675	--Do I understand you?	1
1175265	--I think that's right, but as other members of the Court have suggested, once there's probable cause to stop someone for--	0
1783474	I think it might be a vessel, but probably not in navigation while it's tied up or in mothballs.	0
7267973	[Laughter]	1
185777	equipment...	0
7113830	Well, now, the parties presumably could agree among themselves in the contract what law to apply.	1
8679600	And sometimes if the safety risk is minimal but the effectiveness is great, I understood at least, that could affect the decisions.	1
1793858	The honorable court is now adjourned until Monday next at ten o'clock.	1
2102207	Well, this isn't a very sympathetic case with somebody who's been abusing his stepdaughter.	0
3868974	Do you agree with--	1
2272264	Supposing...	1
6514131	--Not even a name?	1
933228	No.	0
5792480	I just... I have yet to hear a reason.	1
6332297	Well, if... now that the Eleventh Amendment immunity issue is gone, don't we have to deal with City of Newport?	1
1433293	area...	1
235546	He was denied admission, I think, in 1997?	0
4598569	I think that is one difficulty with your position.	1
233616	I'm not -- I'm not going to dispute that with you, Judge Ginsburg.	0
1635984	But I don't understand that.	1
7559015	"""even though you answer yes to one, two and three you also have a responsibility to consider mitigating evidence and if you do so, you may in fact answer this fourth question. """	1
8760239	It didn't come from the statute that governs post judgment interest for district courts.	1
9220984	We have other authorities saying that no child is required to say the pledge.	1
283136	the legislatures...	1
9203440	[Laughter]	1
6607464	[Laughter]	1
640915	--was bashed in?	0
440321	What's the closest analogy, do you suppose?	0
1519718	Well, General Waxman, certainly in theory a State could provide adequate remedies for violation and could, indeed, apply correctly Federal patent law in doing so, could they not?	1
7571256	Well, this Court has already held...	1
7023020	Because?	1
8117619	It is not property.	1
3597800	All right, then on your theory... and what you've just said raises the same question that your answer to Justice Breyer raised with me.	1
8138856	From you.	1
5577130	Well, is that not adequate post-deprivation relief, even if you assume there's some State action and some problem?	1
2188673	so forth. Those...	1
8929867	And you think...	1
8698911	What... what if the State simply decided we're going to put on the Internet, the same way that Alaska does here, the names of all the people who had criminal convictions of any sort without any more information in... in the last 5 years?	1
4018307	Well, yeah.	1
1931209	I suppose that would be your argument.	0
598617	You were saying that the only advertising, then, that could be targeted under a properly tailored scheme is an ad which literally had a juvenile, literal juvenile appeal, you know, smart kids smoke, Wind in the Willows characters with cigarettes?	1
5898616	in in resp-	1
1467142	Which she doesn't have to say.	1
1168451	That's the problem.	0
4577127	The... am I wrong about that?	1
6169717	Even without exigent circumstances you think that he could have made the exclusion from the house?	1
83106	Thank you, Justice Ginsburg.	0
7599521	upon...	1
2443788	Right.	1
6909617	It was a procedural...	1
5434411	Congress did change this because it wanted to make it simple for people.	1
196634	Well, isn't that an Establishment Clause issue?	0
6550190	There's...	1
1757432	Your Honor, I would be happy to explain, to explain to you what's wrong with Section 323(b) if that is what I understand your question to be.	1
1717371	It's been litigated under the Establishment Clause, right?	0
444006	And I have to say even as a threshold matter, I don't know why that implies an economic criterion in some different way than a reference to or a different degree than a reference to individual health would do.	1
7472108	Why wouldn't that be a sensible way for us to... to go, leaving the State courts to run their systems any way they want to?	1
5576024	There's... on occasion... I... it seems to me that case... opinion perhaps represents a decision that a particular claim is logically antecedent to another one, and it seems to me you have a hard time saying that here.	1
3485116	doesn't it?	1
6882073	But there would be...	1
1779063	So I think that's a different case.	1
645317	Let me ask you one other...	1
9412861	Did they refer to the special issues in their comment on the instructions?	1
1926569	Yes, all right.	0
5332091	Are you saying that there's...  is there a right of an individual to go their own way even though there's a police officer known to be on the scene?	1
9052482	factors.	1
5117576	definition...	1
8492438	[Laughter]	1
4837807	We have one set of standards for when an Indian tribe is deemed to have waived its sovereign immunity and another for the state and, why should we do that?	1
786916	They say the bulk of the gambling is in private casinos, so we're hitting the bulk of the problem by this ban.	0
1076832	That is, that there is not the same high recidivism rate for crimes generally that there is, apparently undisputedly, for sex crimes in the State of Alaska.	1
4078121	I thought that was what we were looking at.	1
2297705	So whatever you're proposing, you think the CADC correctly employed in that case?	0
5083331	I know.	1
3737936	Its inevitable effect would be to complicate and expose to collateral attack confessions of guilt which approximat- which account for approximately ninety-five percent of all convictions in the Federal system and to stifle the market for plea bargains, which this Court has described as an essential component of the administration of justice.	1
5633112	General Underwood, what is your paraphrase of what this statute means, no requirement or prohibition... you don't want to say, based on smoking and health.	1
8437876	I would have thought it was--	1
3074628	And Darden says, well, we're going to look to the common law, so what makes you think we'd do something else in this situation?	1
944208	It's not more than that, which it isn't anywhere near that, but still, let's assume that.	1
769860	And what do we do if we think the Ninth Circuit was off base in... in whether Mena could be questioned about her immigration status?	1
678685	You don't think it even mean Tribal Court, do you?	1
2044487	Should we just look to that case and analyzing this rather than the... some zoning cases and other things?	1
8460698	And doesn't it go beyond merely an agreement to be subject to a court with jurisdiction or with competent jurisdiction?	1
7689405	Well, if Congress never decided it, then you're saying that the 1909 things didn't... don't speak one way or the other to it?	1
413790	I think that does create arbitrary results from the perspective of the intrusion on the individual.	0
2377366	See, I don't understand that at all.	1
8822170	Congress, first of all, decided to make the definition as wide as possible to use again this Court's language to cover everything that might commonly be understood to be a security, and because promoters are so ingenious, to cover all types of investments that might carry some of those characteristics.	1
1724599	Thank you, Ms. Millett.	1
7870884	--Yes.	1
7806284	Just in just as a general proposition.	1
219092	Blatt, we'll hear from you.	1
5078865	I'd als-	1
8767622	[Laughter]	1
34808	--in making the decision.	0
6297894	With all due respect --	1
6312983	--You say the control is by governmental institution, and the principal of the school goes to this... sits on this board, or belongs to the... by reason of the fact he's a principal.	1
2137355	Yes.	1
1448671	Will the community start to accept 40-minute stops?	0
5919800	Do milk prices tend to rise and fall over a wide region of the United States at the same time, or does it tend to be very spotty?	1
2361774	And -- and I -- I think we --	0
3144620	Then come back and tell me, tell me why transient coughing effects are... shouldn't be considered.	1
1886075	No.	0
707684	Mr. Gornstein, we'll hear from you.	1
1402328	How about software for particular subjects where you can examine the content of it and don't give it to the school, just maintain the ownership in the public agency, but allow it to be used, or a map?	1
5259918	What's... what's the consensual relationship of the hotel guests with the tribe?	1
3076674	Is that enough?	1
8638847	We're just saying we can't touch the political process unless you get yourself into a suspect class.	1
717317	It isn't clear to me.	1
5639743	I see that, but... okay.	1
3780748	That's the argument.	1
2729232	Based...	1
1100781	That's...	1
3439230	No, okay.	1
958470	[Laughter]	1
4019865	For ozone.	1
669248	You see some statements that it's de novo review.	0
923107	Well, do we decide this case on the understanding that it was lawful to make the recording?	1
1149876	--Okay.	1
2342756	Well, in this case, has the court below directly ruled on whether there's a 107 cause of action here?	1
9426613	--Exactly, Your Honor.	1
5646665	The...	1
7998333	But this...	1
476281	--the O'Brien test?	0
9396844	They can.	1
8988526	[Laughter]	1
2962410	substantial references.	1
6194499	Number tw--	1
370924	I mean, some of them have the disclaimer right on the page saying we're not labeling this person dangerous and... and have a chance for a person to get off it.	1
7228688	That's third from the bottom, basically, from a health point of view.	1
9469235	I mean I don't know... I'm not sure you get into harmless error.	1
4394652	--advert to that?	1
4422559	Yes, but this is in some ways a sort of derivative cause of action that Trinko brings with...  with the primary injured party probably being AT&T.	1
2020903	Your Honor, under the prior regime, the Republican National Committee had 12 separate accounts that it ran that were in compliance with the various permutations of state law, so that when it wanted to participate in Connecticut, for example, it had Connecticut-compliant money to do so.	1
781495	regulation.	0
1101869	They just go into the pool in time.	0
5176480	But this... this scheme does something else, it seems to me.	1
8585080	Because?	1
5426172	And must... must the petitioner seeking habeas relief also fairly present the factual basis for the claim?	1
6289773	Well, there's certainly no ex post facto problem there, is there?	1
1411615	--and another to engage in a separate study as a precursor to the off-road vehicle thing.	0
5775040	Your Honor...	1
177414	--Right.	0
8270362	In the State of Tennessee?	1
6759483	Now, if your focus is on the Friant Dam and you look at the overall project in a third of the State of California, you can say it's related to flood control, but if you focus instead in the Madera Canal, the Ninth Circuit said it just wasn't... it serves no flood control purpose.	1
824602	General Underwood, what is your paraphrase of what this statute means, no requirement or prohibition... you don't want to say, based on smoking and health.	1
3867685	And it was done by the court.	1
2879629	I mean, would you like to... Article II?	1
